"density","porosity","avg cell strain:0","avg cell strain:1","avg cell strain:2","E-Modul","Poissons ratio","Cell Type"
0.001,0.72138,4.2307e-06,-6.9731e-08,4.8978e-05,0.00016319,0.3,	
0.001,0.72015,3.6869e-06,-7.754e-08,-4.9059e-05,0.00016299,0.3,	
0.001,0.72259,3.7274e-06,-1.951e-07,-4.8676e-05,0.0001634,0.3,	
0.001,0.72524,3.7294e-06,-2.375e-07,-4.8286e-05,0.00016384,0.3,	
0.001,0.72804,3.6935e-06,-2.0745e-07,-4.7908e-05,0.00016431,0.3,	
0.001,0.73096,3.6237e-06,-1.1289e-07,-4.756e-05,0.0001648,0.3,	
0.001,0.73397,3.5267e-06,3.4505e-08,-4.7252e-05,0.00016531,0.3,	
0.001,0.73705,3.4106e-06,2.2127e-07,-4.6993e-05,0.00016582,0.3,	
0.001,0.74019,3.2827e-06,4.3406e-07,-4.6785e-05,0.00016635,0.3,	
0.001,0.74339,3.1493e-06,6.612e-07,-4.6629e-05,0.00016689,0.3,	
0.001,0.74665,3.0144e-06,8.9385e-07,-4.6519e-05,0.00016744,0.3,	
0.001,0.75001,2.8793e-06,1.1269e-06,-4.645e-05,0.000168,0.3,	
0.001,0.75349,2.742e-06,1.3591e-06,-4.6415e-05,0.00016859,0.3,	
0.001,0.75717,2.5976e-06,1.5928e-06,-4.6408e-05,0.0001692,0.3,	
0.001,0.76109,2.4413e-06,1.8305e-06,-4.6424e-05,0.00016986,0.3,	
0.001,0.76536,2.2703e-06,2.0768e-06,-4.6452e-05,0.00017058,0.3,	
0.001,0.77011,2.0617e-06,2.3551e-06,-4.6477e-05,0.00017138,0.3,	
0.001,0.77556,1.7776e-06,2.6938e-06,-4.6508e-05,0.00017229,0.3,	
0.001,0.78214,1.3982e-06,3.1419e-06,-4.6569e-05,0.0001734,0.3,	
0.001,0.79077,9.1632e-07,3.5627e-06,-4.6793e-05,0.00017485,0.3,	
0.001,0.80648,7.7098e-07,4.0786e-06,-4.6852e-05,0.00017749,0.3,	
0.001,0.87855,1.2526e-06,4.7429e-06,-4.6432e-05,0.0001896,0.3,	
0.001,0.98887,3.3211e-06,5.2973e-06,-4.4218e-05,0.00020813,0.3,	
0.001,0.97119,1.3447e-06,7.8017e-06,-4.2013e-05,0.00020516,0.3,	
0.001,0.94952,-1.7721e-06,7.0625e-06,-4.4546e-05,0.00020152,0.3,	
0.001,0.92786,3.215e-06,9.798e-06,-3.744e-05,0.00019788,0.3,	
0.061201,0.90929,1.5512e-05,1.5561e-05,-2.8865e-05,0.16742,0.3,	
0.22555,0.89689,1.6088e-05,1.564e-05,-2.9303e-05,112.47,0.3,	
0.48687,0.89615,1.5835e-05,1.5826e-05,-2.9321e-05,5267.8,0.3,	
0.81375,0.9151,1.4697e-05,1.5747e-05,-2.7691e-05,69843,0.3,	
1,0.92633,1.2938e-05,1.4554e-05,-2.372e-05,1.9762e+05,0.3,	
1,0.90612,1.3156e-05,1.2139e-05,-2.0755e-05,1.9423e+05,0.3,	
1,0.88868,1.3655e-05,8.725e-06,-1.8734e-05,1.913e+05,0.3,	
1,0.88031,1.4255e-05,4.8328e-06,-1.8236e-05,1.8989e+05,0.3,	
1,0.88302,1.4226e-05,1.3525e-06,-1.9107e-05,1.9035e+05,0.3,	
1,0.89724,1.3312e-05,-1.4257e-06,-2.094e-05,1.9274e+05,0.3,	
1,0.92218,1.1769e-05,-3.8104e-06,-2.3333e-05,1.9693e+05,0.3,	
1,0.95366,1.0242e-05,-6.4906e-06,-2.5957e-05,2.0221e+05,0.3,	
1,0.98244,9.375e-06,-9.9991e-06,-2.8305e-05,2.0705e+05,0.3,	
1,0.99856,9.2774e-06,-1.419e-05,-2.9758e-05,2.0976e+05,0.3,	
1,0.99069,9.5469e-06,-1.8284e-05,-3.0105e-05,2.0844e+05,0.3,	
1,0.95374,9.6927e-06,-2.1528e-05,-2.9707e-05,2.0223e+05,0.3,	
1,0.89385,9.5291e-06,-2.372e-05,-2.9092e-05,1.9217e+05,0.3,	
1,0.83414,9.0273e-06,-2.5126e-05,-2.8524e-05,1.8213e+05,0.3,	
1,0.8127,8.1952e-06,-2.6223e-05,-2.79e-05,1.7853e+05,0.3,	
1,0.81703,7.3077e-06,-2.72e-05,-2.7341e-05,1.7926e+05,0.3,	
1,0.82159,6.6021e-06,-2.8064e-05,-2.6895e-05,1.8003e+05,0.3,	
1,0.82624,6.1036e-06,-2.8896e-05,-2.6483e-05,1.8081e+05,0.3,	
1,0.83076,5.7844e-06,-2.9703e-05,-2.6071e-05,1.8157e+05,0.3,	
1,0.83486,5.6157e-06,-3.0492e-05,-2.5633e-05,1.8226e+05,0.3,	
1,0.83829,5.569e-06,-3.126e-05,-2.5153e-05,1.8283e+05,0.3,	
1,0.84082,5.6182e-06,-3.2e-05,-2.4621e-05,1.8326e+05,0.3,	
1,0.84221,5.7382e-06,-3.2701e-05,-2.4031e-05,1.8349e+05,0.3,	
1,0.84228,5.9056e-06,-3.3352e-05,-2.3382e-05,1.835e+05,0.3,	
1,0.84085,6.0985e-06,-3.3942e-05,-2.2679e-05,1.8326e+05,0.3,	
1,0.83769,6.2926e-06,-3.4454e-05,-2.1925e-05,1.8273e+05,0.3,	
1,0.83325,6.4893e-06,-3.491e-05,-2.1128e-05,1.8199e+05,0.3,	
1,0.82369,6.5773e-06,-3.5086e-05,-2.0324e-05,1.8038e+05,0.3,	
1,0.87321,6.4115e-06,-3.5166e-05,-1.9715e-05,1.887e+05,0.3,	
1,1,6.3243e-06,-3.5321e-05,-1.8668e-05,2.1e+05,0.3,	
1,1,6.3316e-06,-3.5024e-05,-1.8779e-05,2.1e+05,0.3,	
1,1,6.4306e-06,-3.2311e-05,-1.5497e-05,2.1e+05,0.3,	
0.54827,0.99784,-1.3354e-06,-2.848e-05,-2.545e-05,10385,0.3,	
0.19306,0.89413,-8.7825e-06,-2.333e-05,-2.8957e-05,51.553,0.3,	
0.011139,0.8161,-1.7901e-05,-2.0478e-05,-3.4725e-05,0.00020983,0.3,	
0.001,0.77529,-2.7701e-06,-3.0446e-05,-3.5325e-06,0.00017225,0.3,	
0.001,0.75239,-9.2982e-07,-3.9505e-05,-6.1505e-06,0.0001684,0.3,	
0.001,0.73546,-2.6024e-06,-3.8759e-05,-3.6138e-06,0.00016556,0.3,	
0.001,0.71998,-4.4877e-06,-3.7343e-05,-2.2067e-06,0.00016296,0.3,	
0.001,0.70658,-5.901e-06,-3.604e-05,-1.2398e-06,0.00016071,0.3,	
0.001,0.69499,-7.2512e-06,-3.4849e-05,-3.0763e-07,0.00015876,0.3,	
0.001,0.68498,-8.5956e-06,-3.3607e-05,5.0117e-07,0.00015708,0.3,	
0.001,0.67636,-9.9146e-06,-3.2344e-05,1.1738e-06,0.00015563,0.3,	
0.001,0.66898,-1.119e-05,-3.1078e-05,1.7175e-06,0.00015439,0.3,	
0.001,0.6627,-1.2412e-05,-2.9824e-05,2.1433e-06,0.00015333,0.3,	
0.001,0.65739,-1.3573e-05,-2.8594e-05,2.4595e-06,0.00015244,0.3,	
0.001,0.65293,-1.4666e-05,-2.7401e-05,2.6742e-06,0.00015169,0.3,	
0.001,0.6492,-1.5683e-05,-2.6258e-05,2.7957e-06,0.00015107,0.3,	
0.001,0.64612,-1.662e-05,-2.5176e-05,2.8334e-06,0.00015055,0.3,	
0.001,0.64359,-1.7472e-05,-2.4164e-05,2.7977e-06,0.00015012,0.3,	
0.001,0.64152,-1.8239e-05,-2.3232e-05,2.6995e-06,0.00014977,0.3,	
0.001,0.63984,-1.8921e-05,-2.2384e-05,2.5493e-06,0.00014949,0.3,	
0.001,0.63849,-1.9519e-05,-2.1624e-05,2.3573e-06,0.00014927,0.3,	
0.001,0.63742,-2.0037e-05,-2.0954e-05,2.1326e-06,0.00014909,0.3,	
0.001,0.63657,-2.0477e-05,-2.0373e-05,1.8831e-06,0.00014894,0.3,	
0.001,0.63591,-2.0845e-05,-1.988e-05,1.6154e-06,0.00014883,0.3,	
0.001,0.6354,-2.1145e-05,-1.9474e-05,1.3349e-06,0.00014875,0.3,	
0.001,0.63502,-2.1379e-05,-1.9153e-05,1.0455e-06,0.00014868,0.3,	
0.001,0.63476,-2.1552e-05,-1.8913e-05,7.5023e-07,0.00014864,0.3,	
0.001,0.63459,-2.1666e-05,-1.8755e-05,4.5142e-07,0.00014861,0.3,	
0.001,0.63451,-2.1722e-05,-1.8676e-05,1.5067e-07,0.0001486,0.3,	
0.001,0.63451,-2.1722e-05,-1.8676e-05,-1.5067e-07,0.0001486,0.3,	
0.001,0.63459,-2.1666e-05,-1.8755e-05,-4.5142e-07,0.00014861,0.3,	
0.001,0.63476,-2.1552e-05,-1.8913e-05,-7.5023e-07,0.00014864,0.3,	
0.001,0.63502,-2.1379e-05,-1.9153e-05,-1.0455e-06,0.00014868,0.3,	
0.001,0.6354,-2.1145e-05,-1.9474e-05,-1.3349e-06,0.00014875,0.3,	
0.001,0.63591,-2.0845e-05,-1.988e-05,-1.6154e-06,0.00014883,0.3,	
0.001,0.63657,-2.0477e-05,-2.0373e-05,-1.8831e-06,0.00014894,0.3,	
0.001,0.63742,-2.0037e-05,-2.0954e-05,-2.1326e-06,0.00014909,0.3,	
0.001,0.63849,-1.9519e-05,-2.1624e-05,-2.3573e-06,0.00014927,0.3,	
0.001,0.63984,-1.8921e-05,-2.2384e-05,-2.5493e-06,0.00014949,0.3,	
0.001,0.64152,-1.8239e-05,-2.3232e-05,-2.6995e-06,0.00014977,0.3,	
0.001,0.64359,-1.7472e-05,-2.4164e-05,-2.7977e-06,0.00015012,0.3,	
0.001,0.64612,-1.662e-05,-2.5176e-05,-2.8334e-06,0.00015055,0.3,	
0.001,0.6492,-1.5683e-05,-2.6258e-05,-2.7957e-06,0.00015107,0.3,	
0.001,0.65293,-1.4666e-05,-2.7401e-05,-2.6742e-06,0.00015169,0.3,	
0.001,0.65739,-1.3573e-05,-2.8594e-05,-2.4595e-06,0.00015244,0.3,	
0.001,0.6627,-1.2412e-05,-2.9824e-05,-2.1433e-06,0.00015333,0.3,	
0.001,0.66898,-1.119e-05,-3.1078e-05,-1.7175e-06,0.00015439,0.3,	
0.001,0.67636,-9.9146e-06,-3.2344e-05,-1.1738e-06,0.00015563,0.3,	
0.001,0.68498,-8.5956e-06,-3.3607e-05,-5.0117e-07,0.00015708,0.3,	
0.001,0.69499,-7.2512e-06,-3.4849e-05,3.0763e-07,0.00015876,0.3,	
0.001,0.70658,-5.901e-06,-3.604e-05,1.2398e-06,0.00016071,0.3,	
0.001,0.71998,-4.4877e-06,-3.7343e-05,2.2067e-06,0.00016296,0.3,	
0.001,0.73546,-2.6024e-06,-3.8759e-05,3.6138e-06,0.00016556,0.3,	
0.001,0.75239,-9.2982e-07,-3.9505e-05,6.1505e-06,0.0001684,0.3,	
0.001,0.77529,-2.7701e-06,-3.0446e-05,3.5325e-06,0.00017225,0.3,	
0.011139,0.8161,-1.7901e-05,-2.0478e-05,3.4725e-05,0.00020983,0.3,	
0.19306,0.89413,-8.7825e-06,-2.333e-05,2.8957e-05,51.553,0.3,	
0.54827,0.99784,-1.3354e-06,-2.848e-05,2.545e-05,10385,0.3,	
1,1,6.4306e-06,-3.2311e-05,1.5497e-05,2.1e+05,0.3,	
1,1,6.3316e-06,-3.5024e-05,1.8779e-05,2.1e+05,0.3,	
1,1,6.3243e-06,-3.5321e-05,1.8668e-05,2.1e+05,0.3,	
1,0.87321,6.4115e-06,-3.5166e-05,1.9715e-05,1.887e+05,0.3,	
1,0.82369,6.5773e-06,-3.5086e-05,2.0324e-05,1.8038e+05,0.3,	
1,0.83325,6.4893e-06,-3.491e-05,2.1128e-05,1.8199e+05,0.3,	
1,0.83769,6.2926e-06,-3.4454e-05,2.1925e-05,1.8273e+05,0.3,	
1,0.84085,6.0985e-06,-3.3942e-05,2.2679e-05,1.8326e+05,0.3,	
1,0.84228,5.9056e-06,-3.3352e-05,2.3382e-05,1.835e+05,0.3,	
1,0.84221,5.7382e-06,-3.2701e-05,2.4031e-05,1.8349e+05,0.3,	
1,0.84082,5.6182e-06,-3.2e-05,2.4621e-05,1.8326e+05,0.3,	
1,0.83829,5.569e-06,-3.126e-05,2.5153e-05,1.8283e+05,0.3,	
1,0.83486,5.6157e-06,-3.0492e-05,2.5633e-05,1.8226e+05,0.3,	
1,0.83076,5.7844e-06,-2.9703e-05,2.6071e-05,1.8157e+05,0.3,	
1,0.82624,6.1036e-06,-2.8896e-05,2.6483e-05,1.8081e+05,0.3,	
1,0.82159,6.6021e-06,-2.8064e-05,2.6895e-05,1.8003e+05,0.3,	
1,0.81703,7.3077e-06,-2.72e-05,2.7341e-05,1.7926e+05,0.3,	
1,0.8127,8.1952e-06,-2.6223e-05,2.79e-05,1.7853e+05,0.3,	
1,0.83414,9.0273e-06,-2.5126e-05,2.8524e-05,1.8213e+05,0.3,	
1,0.89385,9.5291e-06,-2.372e-05,2.9092e-05,1.9217e+05,0.3,	
1,0.95374,9.6927e-06,-2.1528e-05,2.9707e-05,2.0223e+05,0.3,	
1,0.99069,9.5469e-06,-1.8284e-05,3.0105e-05,2.0844e+05,0.3,	
1,0.99856,9.2774e-06,-1.419e-05,2.9758e-05,2.0976e+05,0.3,	
1,0.98244,9.375e-06,-9.9991e-06,2.8305e-05,2.0705e+05,0.3,	
1,0.95366,1.0242e-05,-6.4906e-06,2.5957e-05,2.0221e+05,0.3,	
1,0.92218,1.1769e-05,-3.8104e-06,2.3333e-05,1.9693e+05,0.3,	
1,0.89724,1.3312e-05,-1.4257e-06,2.094e-05,1.9274e+05,0.3,	
1,0.88302,1.4226e-05,1.3525e-06,1.9107e-05,1.9035e+05,0.3,	
1,0.88031,1.4255e-05,4.8328e-06,1.8236e-05,1.8989e+05,0.3,	
1,0.88868,1.3655e-05,8.725e-06,1.8734e-05,1.913e+05,0.3,	
1,0.90612,1.3156e-05,1.2139e-05,2.0755e-05,1.9423e+05,0.3,	
1,0.92633,1.2938e-05,1.4554e-05,2.372e-05,1.9762e+05,0.3,	
0.81375,0.9151,1.4697e-05,1.5747e-05,2.7691e-05,69843,0.3,	
0.48687,0.89615,1.5835e-05,1.5826e-05,2.9321e-05,5267.8,0.3,	
0.22555,0.89689,1.6088e-05,1.564e-05,2.9303e-05,112.47,0.3,	
0.061201,0.90929,1.5512e-05,1.5561e-05,2.8865e-05,0.16742,0.3,	
0.001,0.92786,3.215e-06,9.798e-06,3.744e-05,0.00019788,0.3,	
0.001,0.94952,-1.7721e-06,7.0625e-06,4.4546e-05,0.00020152,0.3,	
0.001,0.97119,1.3447e-06,7.8017e-06,4.2013e-05,0.00020516,0.3,	
0.001,0.98887,3.3211e-06,5.2973e-06,4.4218e-05,0.00020813,0.3,	
0.001,0.87855,1.2526e-06,4.7429e-06,4.6432e-05,0.0001896,0.3,	
0.001,0.80648,7.7098e-07,4.0786e-06,4.6852e-05,0.00017749,0.3,	
0.001,0.79077,9.1632e-07,3.5627e-06,4.6793e-05,0.00017485,0.3,	
0.001,0.78214,1.3982e-06,3.1419e-06,4.6569e-05,0.0001734,0.3,	
0.001,0.77556,1.7776e-06,2.6938e-06,4.6508e-05,0.00017229,0.3,	
0.001,0.77011,2.0617e-06,2.3551e-06,4.6477e-05,0.00017138,0.3,	
0.001,0.76536,2.2703e-06,2.0768e-06,4.6452e-05,0.00017058,0.3,	
0.001,0.76109,2.4413e-06,1.8305e-06,4.6424e-05,0.00016986,0.3,	
0.001,0.75717,2.5976e-06,1.5928e-06,4.6408e-05,0.0001692,0.3,	
0.001,0.75349,2.742e-06,1.3591e-06,4.6415e-05,0.00016859,0.3,	
0.001,0.75001,2.8793e-06,1.1269e-06,4.645e-05,0.000168,0.3,	
0.001,0.74665,3.0144e-06,8.9385e-07,4.6519e-05,0.00016744,0.3,	
0.001,0.74339,3.1493e-06,6.612e-07,4.6629e-05,0.00016689,0.3,	
0.001,0.74019,3.2827e-06,4.3406e-07,4.6785e-05,0.00016635,0.3,	
0.001,0.73705,3.4106e-06,2.2127e-07,4.6993e-05,0.00016582,0.3,	
0.001,0.73397,3.5267e-06,3.4505e-08,4.7252e-05,0.00016531,0.3,	
0.001,0.73096,3.6237e-06,-1.1289e-07,4.756e-05,0.0001648,0.3,	
0.001,0.72804,3.6935e-06,-2.0745e-07,4.7908e-05,0.00016431,0.3,	
0.001,0.72524,3.7294e-06,-2.375e-07,4.8286e-05,0.00016384,0.3,	
0.001,0.72259,3.7274e-06,-1.951e-07,4.8676e-05,0.0001634,0.3,	
0.001,0.72015,3.6869e-06,-7.754e-08,4.9059e-05,0.00016299,0.3,	
0.001,0.7192,3.1123e-06,-8.8696e-08,-4.9151e-05,0.00016283,0.3,	
0.001,0.72171,3.1761e-06,-2.2028e-07,-4.8742e-05,0.00016325,0.3,	
0.001,0.72442,3.1931e-06,-2.6038e-07,-4.8323e-05,0.0001637,0.3,	
0.001,0.72726,3.1644e-06,-2.1319e-07,-4.7919e-05,0.00016418,0.3,	
0.001,0.73021,3.0963e-06,-8.9864e-08,-4.7548e-05,0.00016468,0.3,	
0.001,0.73324,2.998e-06,9.375e-08,-4.7226e-05,0.00016518,0.3,	
0.001,0.73633,2.8803e-06,3.1988e-07,-4.6959e-05,0.0001657,0.3,	
0.001,0.73946,2.753e-06,5.7145e-07,-4.675e-05,0.00016623,0.3,	
0.001,0.74265,2.6241e-06,8.3405e-07,-4.6595e-05,0.00016676,0.3,	
0.001,0.74591,2.4987e-06,1.0968e-06,-4.6489e-05,0.00016731,0.3,	
0.001,0.74928,2.3796e-06,1.3531e-06,-4.6421e-05,0.00016788,0.3,	
0.001,0.75281,2.264e-06,1.6027e-06,-4.638e-05,0.00016847,0.3,	
0.001,0.75659,2.1454e-06,1.8504e-06,-4.6357e-05,0.00016911,0.3,	
0.001,0.76069,2.0147e-06,2.104e-06,-4.6348e-05,0.0001698,0.3,	
0.001,0.76525,1.8743e-06,2.3524e-06,-4.6357e-05,0.00017056,0.3,	
0.001,0.77048,1.7564e-06,2.5932e-06,-4.6326e-05,0.00017144,0.3,	
0.001,0.77681,1.5608e-06,2.9355e-06,-4.6189e-05,0.0001725,0.3,	
0.001,0.78516,1.1694e-06,3.429e-06,-4.6057e-05,0.00017391,0.3,	
0.001,0.80083,7.7947e-07,4.2973e-06,-4.5858e-05,0.00017654,0.3,	
0.001,0.87187,9.0154e-07,5.2664e-06,-4.5571e-05,0.00018848,0.3,	
0.001,0.98861,2.11e-06,6.7261e-06,-4.4199e-05,0.00020809,0.3,	
0.001,0.97097,-5.0983e-07,4.8228e-06,-4.6951e-05,0.00020512,0.3,	
0.001,0.94855,8.3496e-06,2.6619e-06,-4.2495e-05,0.00020136,0.3,	
0.001,0.92554,6.1139e-06,9.5379e-06,-3.6771e-05,0.00019749,0.3,	
0.082891,0.90544,1.5687e-05,1.5425e-05,-2.8864e-05,0.75981,0.3,	
0.25696,0.89238,1.6296e-05,1.4881e-05,-2.8807e-05,215,0.3,	
0.5186,0.89311,1.6797e-05,1.4264e-05,-2.8815e-05,7203.8,0.3,	
0.83762,0.91791,1.8196e-05,1.2775e-05,-2.8263e-05,80902,0.3,	
1,0.93334,1.6708e-05,1.189e-05,-2.4997e-05,1.988e+05,0.3,	
1,0.9138,1.5902e-05,1.1499e-05,-2.2296e-05,1.9552e+05,0.3,	
1,0.89469,1.5899e-05,9.582e-06,-1.9866e-05,1.9231e+05,0.3,	
1,0.8811,1.6353e-05,6.9728e-06,-1.8079e-05,1.9002e+05,0.3,	
1,0.87431,1.6787e-05,4.0786e-06,-1.7302e-05,1.8888e+05,0.3,	
1,0.87476,1.6725e-05,1.452e-06,-1.7528e-05,1.8896e+05,0.3,	
1,0.88309,1.5844e-05,-6.5082e-07,-1.8645e-05,1.9036e+05,0.3,	
1,0.90097,1.4195e-05,-2.4523e-06,-2.0582e-05,1.9336e+05,0.3,	
1,0.92993,1.2183e-05,-4.7115e-06,-2.3266e-05,1.9823e+05,0.3,	
1,0.96518,1.0746e-05,-8.4851e-06,-2.6239e-05,2.0415e+05,0.3,	
1,0.99275,1.0453e-05,-1.3753e-05,-2.8084e-05,2.0878e+05,0.3,	
1,0.99887,1.0422e-05,-1.8887e-05,-2.8187e-05,2.0981e+05,0.3,	
1,0.97446,1.0047e-05,-2.2542e-05,-2.7449e-05,2.0571e+05,0.3,	
1,0.92095,9.3654e-06,-2.4677e-05,-2.6756e-05,1.9672e+05,0.3,	
1,0.85385,8.5413e-06,-2.5839e-05,-2.6403e-05,1.8545e+05,0.3,	
1,0.80629,7.6276e-06,-2.664e-05,-2.6254e-05,1.7746e+05,0.3,	
1,0.80323,6.7112e-06,-2.7442e-05,-2.6072e-05,1.7694e+05,0.3,	
1,0.81089,5.9804e-06,-2.8243e-05,-2.5917e-05,1.7823e+05,0.3,	
1,0.81827,5.5022e-06,-2.9025e-05,-2.5745e-05,1.7947e+05,0.3,	
1,0.82539,5.2334e-06,-2.982e-05,-2.5523e-05,1.8066e+05,0.3,	
1,0.83191,5.1294e-06,-3.0616e-05,-2.5236e-05,1.8176e+05,0.3,	
1,0.83761,5.1571e-06,-3.1406e-05,-2.4876e-05,1.8272e+05,0.3,	
1,0.84222,5.2864e-06,-3.2179e-05,-2.4438e-05,1.8349e+05,0.3,	
1,0.8455,5.49e-06,-3.2922e-05,-2.3919e-05,1.8404e+05,0.3,	
1,0.84722,5.7427e-06,-3.3619e-05,-2.3322e-05,1.8433e+05,0.3,	
1,0.84717,6.0203e-06,-3.4258e-05,-2.2651e-05,1.8432e+05,0.3,	
1,0.84525,6.3031e-06,-3.4823e-05,-2.1916e-05,1.84e+05,0.3,	
1,0.84135,6.5693e-06,-3.5292e-05,-2.1141e-05,1.8335e+05,0.3,	
1,0.83531,6.8114e-06,-3.5686e-05,-2.0275e-05,1.8233e+05,0.3,	
1,0.82963,6.7815e-06,-3.5814e-05,-1.9699e-05,1.8138e+05,0.3,	
1,0.96149,6.8149e-06,-3.5835e-05,-1.8868e-05,2.0353e+05,0.3,	
1,1,6.3574e-06,-3.5224e-05,-1.8722e-05,2.1e+05,0.3,	
1,1,6.9887e-06,-3.6744e-05,-1.6163e-05,2.1e+05,0.3,	
0.71646,1,3.1984e-06,-3.3142e-05,-2.2526e-05,39643,0.3,	
0.29913,0.95147,-5.5078e-06,-2.4834e-05,-2.6755e-05,483.42,0.3,	
0.057298,0.84166,-1.6675e-05,-2.0097e-05,-3.4035e-05,0.11345,0.3,	
0.001,0.79034,-8.3435e-06,-2.9292e-05,-1.155e-05,0.00017478,0.3,	
0.001,0.76262,-2.3306e-06,-4.0531e-05,-3.5786e-06,0.00017012,0.3,	
0.001,0.74421,-5.0016e-06,-3.8883e-05,-1.4712e-06,0.00016703,0.3,	
0.001,0.72787,-6.2521e-06,-3.7029e-05,-1.1734e-06,0.00016428,0.3,	
0.001,0.71354,-7.5045e-06,-3.6005e-05,-1.5125e-07,0.00016187,0.3,	
0.001,0.70118,-8.9105e-06,-3.4717e-05,8.1462e-07,0.0001598,0.3,	
0.001,0.69054,-1.0334e-05,-3.337e-05,1.607e-06,0.00015801,0.3,	
0.001,0.68141,-1.1712e-05,-3.2009e-05,2.237e-06,0.00015648,0.3,	
0.001,0.67362,-1.3033e-05,-3.066e-05,2.7318e-06,0.00015517,0.3,	
0.001,0.667,-1.4291e-05,-2.933e-05,3.1039e-06,0.00015406,0.3,	
0.001,0.66142,-1.548e-05,-2.8029e-05,3.3611e-06,0.00015312,0.3,	
0.001,0.65675,-1.6593e-05,-2.6772e-05,3.5111e-06,0.00015233,0.3,	
0.001,0.65286,-1.7622e-05,-2.5572e-05,3.5633e-06,0.00015168,0.3,	
0.001,0.64965,-1.8563e-05,-2.4442e-05,3.5285e-06,0.00015114,0.3,	
0.001,0.64701,-1.9411e-05,-2.3391e-05,3.4192e-06,0.0001507,0.3,	
0.001,0.64486,-2.0168e-05,-2.2429e-05,3.248e-06,0.00015034,0.3,	
0.001,0.64312,-2.0834e-05,-2.1559e-05,3.0273e-06,0.00015004,0.3,	
0.001,0.64172,-2.1412e-05,-2.0785e-05,2.7682e-06,0.00014981,0.3,	
0.001,0.6406,-2.1908e-05,-2.0107e-05,2.4809e-06,0.00014962,0.3,	
0.001,0.63971,-2.2326e-05,-1.9523e-05,2.1734e-06,0.00014947,0.3,	
0.001,0.63902,-2.2672e-05,-1.903e-05,1.8523e-06,0.00014936,0.3,	
0.001,0.63849,-2.2952e-05,-1.8625e-05,1.5226e-06,0.00014927,0.3,	
0.001,0.6381,-2.317e-05,-1.8306e-05,1.1876e-06,0.0001492,0.3,	
0.001,0.63782,-2.3331e-05,-1.807e-05,8.4966e-07,0.00014915,0.3,	
0.001,0.63765,-2.3436e-05,-1.7913e-05,5.1024e-07,0.00014912,0.3,	
0.001,0.63756,-2.3488e-05,-1.7835e-05,1.7014e-07,0.00014911,0.3,	
0.001,0.63756,-2.3488e-05,-1.7835e-05,-1.7014e-07,0.00014911,0.3,	
0.001,0.63765,-2.3436e-05,-1.7913e-05,-5.1024e-07,0.00014912,0.3,	
0.001,0.63782,-2.3331e-05,-1.807e-05,-8.4966e-07,0.00014915,0.3,	
0.001,0.6381,-2.317e-05,-1.8306e-05,-1.1876e-06,0.0001492,0.3,	
0.001,0.63849,-2.2952e-05,-1.8625e-05,-1.5226e-06,0.00014927,0.3,	
0.001,0.63902,-2.2672e-05,-1.903e-05,-1.8523e-06,0.00014936,0.3,	
0.001,0.63971,-2.2326e-05,-1.9523e-05,-2.1734e-06,0.00014947,0.3,	
0.001,0.6406,-2.1908e-05,-2.0107e-05,-2.4809e-06,0.00014962,0.3,	
0.001,0.64172,-2.1412e-05,-2.0785e-05,-2.7682e-06,0.00014981,0.3,	
0.001,0.64312,-2.0834e-05,-2.1559e-05,-3.0273e-06,0.00015004,0.3,	
0.001,0.64486,-2.0168e-05,-2.2429e-05,-3.248e-06,0.00015034,0.3,	
0.001,0.64701,-1.9411e-05,-2.3391e-05,-3.4192e-06,0.0001507,0.3,	
0.001,0.64965,-1.8563e-05,-2.4442e-05,-3.5285e-06,0.00015114,0.3,	
0.001,0.65286,-1.7622e-05,-2.5572e-05,-3.5633e-06,0.00015168,0.3,	
0.001,0.65675,-1.6593e-05,-2.6772e-05,-3.5111e-06,0.00015233,0.3,	
0.001,0.66142,-1.548e-05,-2.8029e-05,-3.3611e-06,0.00015312,0.3,	
0.001,0.667,-1.4291e-05,-2.933e-05,-3.1039e-06,0.00015406,0.3,	
0.001,0.67362,-1.3033e-05,-3.066e-05,-2.7318e-06,0.00015517,0.3,	
0.001,0.68141,-1.1712e-05,-3.2009e-05,-2.237e-06,0.00015648,0.3,	
0.001,0.69054,-1.0334e-05,-3.337e-05,-1.607e-06,0.00015801,0.3,	
0.001,0.70118,-8.9105e-06,-3.4717e-05,-8.1462e-07,0.0001598,0.3,	
0.001,0.71354,-7.5045e-06,-3.6005e-05,1.5125e-07,0.00016187,0.3,	
0.001,0.72787,-6.2521e-06,-3.7029e-05,1.1734e-06,0.00016428,0.3,	
0.001,0.74421,-5.0016e-06,-3.8883e-05,1.4712e-06,0.00016703,0.3,	
0.001,0.76262,-2.3306e-06,-4.0531e-05,3.5786e-06,0.00017012,0.3,	
0.001,0.79034,-8.3435e-06,-2.9292e-05,1.155e-05,0.00017478,0.3,	
0.057298,0.84166,-1.6675e-05,-2.0097e-05,3.4035e-05,0.11345,0.3,	
0.29913,0.95147,-5.5078e-06,-2.4834e-05,2.6755e-05,483.42,0.3,	
0.71646,1,3.1984e-06,-3.3142e-05,2.2526e-05,39643,0.3,	
1,1,6.9887e-06,-3.6744e-05,1.6163e-05,2.1e+05,0.3,	
1,1,6.3574e-06,-3.5224e-05,1.8722e-05,2.1e+05,0.3,	
